0;217
1;364
2;237
3;79
4;350
5;113
6;268
7;245
8;368
9;278
10;200
11;168
12;348
13;286
14;29
15;356
16;62
17;29
18;95
19;276
20;116
21;71
22;44
23;12
24;67
25;132
26;308
27;300
28;389
29;82
30;387
31;66
32;222
33;211
34;181
35;79
36;94
37;316
38;310
39;86
40;374
41;296
42;145
43;78
44;39
45;258
46;33
47;330
48;213
49;301
50;31
51;182
52;122
53;194
54;13
55;288
56;340
57;186
58;99
59;69
60;309
61;134
62;92
63;315
64;353
65;215
66;11
67;264
68;205
69;210
70;83
71;163
72;254
73;125
74;373
75;232
76;147
77;107
78;134
79;83
80;83
81;316
82;102
83;378
84;28
85;119
86;248
87;133
88;8
89;291
90;313
91;156
92;386
93;70
94;270
95;267
96;298
97;156
98;203
99;208
100;75
101;234
102;275
103;181
104;157
105;296
106;235
107;349
108;143
109;130
110;40
111;121
112;100
113;184
114;202
115;69
116;347
117;370
118;331
119;316
120;197
121;111
122;249
123;76
124;95
125;325
126;123
127;86
128;356
129;35
130;167
131;362
132;127
133;299
134;100
135;226
136;266
137;82
138;293
139;195
140;104
141;182
142;334
143;56
144;271
145;39
146;332
147;328
148;360
149;313
150;388
151;250
152;301
153;246
154;357
155;365
156;28
157;82
158;126
159;235
160;379
161;129
162;333
163;67
164;119
165;363
166;204
167;97
168;219
169;354
170;250
171;171
172;23
173;177
174;233
175;257
176;67
177;341
178;364
179;114
180;39
181;46
182;91
183;199
184;105
185;337
186;167
187;230
188;386
189;135
190;338
191;340
192;202
193;62
194;318
195;28
196;322
197;2
198;353
199;198
200;94
201;108
202;261
203;151
204;393
205;162
206;180
207;236
208;97
209;113
210;182
211;21
212;220
213;137
214;138
215;122
216;389
217;150
218;279
219;213
220;19
221;396
222;42
223;113
224;205
225;46
226;357
227;335
228;363
229;356
230;332
231;31
232;392
233;50
234;317
235;224
236;261
237;311
238;260
239;361
240;38
241;162
242;383
243;214
244;308
245;223
246;165
247;99
248;222
249;230
250;8
251;89
252;393
253;238
254;97
255;167
256;77
257;389
258;247
259;286
260;367
261;327
262;302
263;183
264;222
265;150
266;115
267;360
268;94
269;109
270;200
271;127
272;330
273;300
274;28
275;371
276;168
277;111
278;131
279;125
280;247
281;353
282;339
283;320
284;151
285;347
286;395
287;168
288;229
289;375
290;289
291;263
292;189
293;258
294;5
295;84
296;237
297;379
298;37
299;135
300;12
301;297
302;40
303;141
304;183
305;164
306;261
307;211
308;361
309;162
310;32
