0;210
1;138
2;38
3;365
4;38
5;32
6;331
7;372
8;381
9;92
10;283
11;161
12;83
13;159
14;376
15;294
16;84
17;137
18;369
19;72
20;63
21;212
22;147
23;296
24;220
25;248
26;119
27;102
28;299
29;15
30;362
31;125
32;385
33;283
34;324
35;158
36;326
37;335
38;103
39;154
40;143
41;233
42;236
43;59
44;230
45;156
46;34
47;267
48;365
49;64
50;17
51;205
52;183
53;393
54;276
55;214
56;34
57;334
58;238
59;6
60;231
61;372
62;141
63;256
64;183
65;21
66;216
67;261
68;380
69;152
70;212
71;46
72;291
73;360
74;54
75;23
76;237
77;307
78;213
79;199
80;320
81;308
82;364
83;211
84;247
85;214
86;137
87;370
88;143
89;115
90;223
91;62
92;15
93;342
94;212
95;83
96;76
97;64
98;102
99;65
100;380
101;23
102;167
103;54
104;197
105;316
106;295
107;218
108;192
109;62
110;9
111;229
112;59
113;311
114;12
115;270
116;132
117;81
118;214
119;213
120;391
121;296
122;296
123;150
124;69
125;36
126;135
127;56
128;212
129;117
130;62
131;284
132;259
133;155
134;299
135;198
136;229
137;138
138;291
139;313
140;368
141;54
142;41
143;279
144;332
145;8
146;254
147;164
148;273
149;377
150;340
151;49
152;249
153;177
154;141
155;147
156;20
157;338
158;47
159;260
160;8
161;209
162;47
163;72
164;267
165;81
166;79
167;69
168;130
169;210
170;136
171;43
172;384
173;28
174;214
175;201
176;387
177;209
178;111
179;89
180;5
181;63
182;56
183;346
184;148
185;186
186;291
187;351
188;208
189;33
190;166
191;347
192;112
193;243
194;119
195;64
196;200
197;27
198;182
199;54
200;31
201;295
202;293
203;34
204;355
205;93
206;208
207;212
208;154
209;285
210;166
211;360
212;238
213;350
214;164
215;230
216;291
217;376
218;146
219;100
220;137
221;30
222;382
223;321
224;367
225;79
226;219
227;16
228;336
229;0
230;141
231;142
232;103
233;10
234;170
235;212
236;299
237;355
238;51
239;209
240;274
241;2
242;148
243;19
244;131
245;136
246;205
247;388
248;11
249;292
250;94
251;305
252;10
253;279
254;342
255;290
256;332
257;243
258;61
259;322
260;273
261;309
262;257
263;78
264;216
265;38
266;129
267;240
268;61
269;77
270;211
271;251
272;15
273;167
274;39
275;12
276;147
277;365
278;20
279;94
280;152
281;138
282;191
283;86
284;138
285;133
286;398
287;3
288;314
289;126
290;299
291;1
292;173
293;105
294;2
295;307
296;108
297;388
298;391
299;214
300;113
301;381
302;68
303;188
304;59
305;314
306;351
307;35
308;93
309;352
310;324
311;280
312;140
313;139
314;33
315;75
316;393
317;319
318;219
319;92
320;232
321;36
322;324
323;93
324;291
325;52
326;283
327;144
328;141
329;369
330;352
331;203
332;265
333;389
334;317
335;392
336;89
337;264
338;200
339;327
340;22
341;307
342;14
343;338
344;110
345;243
346;281
347;281
348;365
349;174
350;81
351;321
352;396
353;374
354;211
355;76
356;215
357;131
358;325
359;389
360;122
361;395
362;6
363;162
364;60
365;145
366;251
367;115
368;213
369;263
370;184
371;355
372;220
373;305
374;198
375;37
376;265
377;136
378;362
379;99
380;223
381;385
382;359
383;169
384;280
385;293
386;97
387;234
388;97
389;394
390;124
391;204
392;61
393;45
394;300
395;236
396;362
397;39
398;391
399;387
400;351
401;210
402;25
403;20
404;203
405;99
406;228
407;22
408;174
409;379
410;345
411;236
412;386
413;296
414;244
415;39
416;391
417;304
418;113
419;88
420;333
421;35
422;158
423;357
424;74
425;304
426;310
427;167
428;248
429;329
430;293
431;36
432;335
433;368
434;192
435;21
436;73
437;389
438;230
439;131
440;258
441;18
442;264
443;268
444;384
445;249
446;144
447;186
448;178
449;373
450;114
451;297
452;118
453;301
454;383
455;83
456;219
457;153
458;314
459;191
460;198
461;373
462;107
463;97
464;370
465;62
466;283
467;316
468;275
469;242
470;236
471;247
472;51
473;56
474;202
475;46
476;122
477;339
478;203
479;121
480;44
481;346
482;17
483;117
484;392
485;314
486;371
487;362
488;307
489;394
490;341
491;171
492;7
493;238
494;186
495;60
496;233
497;248
498;295
499;330
500;198
501;360
502;142
503;179
504;391
505;135
506;276
507;272
508;104
509;217
510;390
511;133
512;277
513;185
514;139
515;320
516;188
517;388
518;199
519;377
520;153
521;327
522;364
523;72
524;296
525;384
526;277
527;331
528;227
529;249
530;176
531;270
532;56
533;320
534;171
535;374
536;5
537;111
538;170
539;136
540;355
541;51
542;200
543;374
544;35
545;298
546;334
547;241
548;134
549;87
550;177
551;362
552;321
553;395
554;304
555;154
556;64
557;215
558;151
559;210
560;373
561;163
562;1
563;152
564;191
565;369
566;201
567;339
568;148
569;324
570;141
571;207
572;86
573;221
574;15
575;370
576;162
577;299
578;172
579;376
580;83
581;208
582;85
583;280
584;300
585;28
586;370
587;380
588;97
589;358
590;315
591;140
592;173
593;125
594;151
595;179
596;124
597;111
598;63
599;310
600;336
601;134
602;245
603;377
604;158
605;385
606;376
607;82
608;320
609;114
610;382
611;265
612;185
613;78
614;68
615;152
616;58
617;231
618;219
619;5
620;276
621;369
622;181
623;1
624;110
625;218
626;200
627;223
628;365
629;281
630;196
631;104
632;31
633;361
634;337
635;336
636;203
637;197
638;286
639;306
640;388
641;319
642;165
643;181
644;118
645;262
646;339
647;174
648;79
649;176
650;63
651;190
652;262
653;156
654;216
655;184
656;60
657;303
658;131
659;362
660;71
661;111
662;339
663;57
664;329
665;138
666;338
667;326
668;382
669;374
670;379
671;282
672;166
673;356
674;0
675;314
676;45
677;191
678;201
679;254
680;152
681;274
682;156
683;35
684;250
685;358
686;65
687;98
688;209
689;177
690;80
691;149
692;264
693;104
694;138
695;234
696;56
697;95
698;279
699;142
700;59
701;285
702;340
703;127
704;47
705;102
706;73
707;51
708;343
709;103
710;369
711;318
712;340
713;387
714;138
715;19
716;54
717;55
718;46
719;328
720;293
721;267
722;44
723;89
724;295
725;106
726;215
727;188
728;184
729;19
730;107
731;331
732;47
733;242
734;271
735;378
736;164
737;363
738;28
739;281
740;299
741;266
742;170
743;105
744;325
745;208
746;32
747;255
748;102
749;80
750;5
751;295
752;351
753;258
754;325
755;375
756;25
757;178
758;80
759;79
760;399
761;340
762;242
763;237
764;387
765;102
766;274
767;114
768;316
769;393
770;104
771;229
772;35
773;126
774;397
775;256
776;121
777;275
778;293
779;61
780;175
781;172
782;244
783;281
784;34
785;36
786;366
787;286
788;159
789;38
790;265
791;281
792;14
793;391
794;15
795;3
796;152
797;366
798;75
799;132
800;245
801;219
802;320
803;392
804;368
805;15
806;170
807;301
808;382
809;183
810;215
811;344
812;189
813;299
814;60
815;170
816;363
817;350
818;290
819;244
820;397
821;70
822;207
823;259
824;243
825;282
826;6
827;31
828;87
829;222
830;381
831;348
832;282
833;312
834;130
835;284
836;53
837;59
838;40
839;361
840;187
841;99
842;315
843;233
844;154
845;128
846;346
847;350
848;159
849;201
850;303
851;38
852;140
853;199
854;150
855;82
856;13
857;325
858;59
859;176
860;203
861;49
862;97
863;314
864;362
865;332
866;14
867;352
868;374
869;251
870;121
871;249
872;45
873;351
874;114
875;326
876;300
877;356
878;175
879;345
880;84
881;45
882;238
883;292
884;179
885;254
886;188
887;137
888;193
889;77
890;240
891;332
892;299
893;2
894;318
895;336
896;372
897;26
898;8
899;150
900;90
901;159
902;343
903;271
904;232
905;329
906;317
907;126
908;184
909;218
910;245
911;331
912;1
913;254
914;39
915;24
916;381
917;125
918;334
919;292
920;199
921;254
922;315
923;193
924;25
925;136
926;117
927;394
928;295
929;70
930;384
931;169
932;370
933;217
934;117
935;32
936;112
937;326
938;85
939;48
940;31
941;65
942;173
943;178
944;100
945;189
946;277
947;53
948;198
949;92
950;324
951;222
952;158
953;33
954;316
955;352
956;251
